"","X","bug_status","resolution","bug_id","creation_ts","reporter","reporter_org","reporter_group","bug_severity","votes","assigned_to","assigned_to_org","assigned_to_group","delta_ts","short_desc","priority","qa_contact","everconfirmed","component_id","outcome","logical_outcome"
"228",44613,"RESOLVED","FIXED",642528,"2011-03-17 11:34:20",122472,"page.ca","other","normal",0,1,NA,NA,"2012-11-02 09:08:16","Exception in HUDService.jsm, aWindow is null","--",NA,TRUE,1334,"fixed",TRUE
"229",44614,"RESOLVED","FIXED",272808,"2004-12-02 09:31:38",172915,"327.ca","other","major",0,13548,NA,NA,"2004-12-03 11:14:11","page must be reloaded before repeating background .gifs are drawn","--",NA,FALSE,279,"fixed",TRUE
"230",44615,"RESOLVED","FIXED",302627,"2005-07-29 06:35:13",116500,"cneufeld.ca","other","normal",1,1,NA,NA,"2005-08-28 20:16:59","Calling with -remote openURL always produces error 500","--",NA,FALSE,279,"fixed",TRUE
"231",44616,"RESOLVED","FIXED",303252,"2005-08-03 07:56:39",94,"drew.ca","other","normal",0,135518,NA,NA,"2009-09-03 18:10:40","Feedview doesn't mark up .rdf file served as application/rdf+xml","--",NA,TRUE,493,"fixed",TRUE
"232",44617,"RESOLVED","FIXED",561835,"2010-04-26 13:28:52",94,"drew.ca","other","normal",0,279525,NA,NA,"2010-06-10 15:41:25","mark tab preview canvases opaque","--",NA,TRUE,279,"fixed",TRUE
"233",44618,"RESOLVED","FIXED",594173,"2010-09-07 15:41:45",94,"drew.ca","other","normal",0,208747,NA,NA,"2011-06-23 06:53:32","""Advanced > Use hardware acceleration when available"" needs to control layers.accelerate-none pref","--",NA,TRUE,278,"fixed",TRUE
"234",44619,"RESOLVED","FIXED",689707,"2011-09-27 13:01:54",94,"drew.ca","other","normal",1,309398,NA,NA,"2012-05-24 06:53:16","Large images download or scale very slowly","--",NA,TRUE,715,"fixed",TRUE
"235",44620,"RESOLVED","FIXED",728284,"2012-02-17 10:01:44",94,"drew.ca","other","blocker",0,255010,NA,NA,"2012-06-19 01:41:29","Main container layer has siblings that are drawn in the background","P1",NA,FALSE,1319,"fixed",TRUE
"236",44621,"RESOLVED","FIXED",734456,"2012-03-09 11:40:31",94,"drew.ca","other","normal",0,1,NA,NA,"2012-10-04 10:42:09","Reftest suites R2, R3 hidden","P2",NA,TRUE,1319,"fixed",TRUE
"237",44622,"RESOLVED","FIXED",741224,"2012-04-01 11:46:05",94,"drew.ca","other","normal",0,420451,NA,NA,"2012-04-27 06:55:56","Can't open tabs.db for writing, browser.db error code = 5, Gecko won't start up","--",NA,TRUE,1319,"fixed",TRUE
"238",44623,"RESOLVED","FIXED",198616,"2003-03-21 09:03:02",24230,"eire.ca","other","minor",0,13548,NA,NA,"2008-07-31 02:06:46","Unable to ""copy link location"" from history sidebar","--",NA,TRUE,277,"fixed",TRUE
"239",44624,"RESOLVED","FIXED",229372,"2003-12-24 21:42:55",24230,"eire.ca","other","normal",1,5566,NA,NA,"2006-03-12 17:20:33","page info tabs move around","--",NA,TRUE,385,"fixed",TRUE
"240",44625,"RESOLVED","FIXED",235951,"2004-02-28 09:42:46",24230,"eire.ca","other","enhancement",0,13548,NA,NA,"2004-07-15 18:14:40","""Send Page"" should use Fully Qualified Domain Names [FQDN]","--",NA,FALSE,279,"fixed",TRUE
"241",44626,"RESOLVED","FIXED",265790,"2004-10-23 15:15:20",24230,"eire.ca","other","critical",0,3795,NA,NA,"2011-06-09 14:58:40","""Force links ... to open in a new tab"" can let a tab close the whole browser window - FF10PR1 [@ nsFrameManager::GetPropertyListFor]","--",NA,TRUE,279,"fixed",TRUE
"242",44627,"RESOLVED","FIXED",355469,"2006-10-04 20:01:46",24230,"eire.ca","other","minor",0,105243,NA,NA,"2006-12-03 12:04:04","Show Passwords dialog does not resize correctly (vertically)","P1",NA,TRUE,278,"fixed",TRUE
"243",44628,"RESOLVED","FIXED",250674,"2004-07-09 14:07:16",113789,"finalcut.ca","other","trivial",0,34306,NA,NA,"2006-08-27 06:02:48","Displays favicons in bookmarks even with user_pref(""browser.chrome.favicons"", false); and user_pref(""browser.chrome.site_icons"", false);","--",NA,FALSE,277,"fixed",TRUE
"244",44629,"RESOLVED","FIXED",705479,"2011-11-26 13:34:16",422271,"jbuckley.ca","other","enhancement",0,422271,"jbuckley.ca","other","2011-11-30 06:56:44","Parallel builds (-jN) on Windows should fail early if gmake is being used","--",NA,TRUE,295,"fixed",TRUE
"245",44630,"RESOLVED","FIXED",285013,"2005-03-06 10:46:25",92820,"lostrealm.ca","other","trivial",0,1,NA,NA,"2010-08-04 21:48:54","View Saved Passwords window lacks a resize widget","--",NA,TRUE,278,"fixed",TRUE
"246",44631,"RESOLVED","FIXED",230540,"2004-01-09 15:15:40",11836,"ocrete.ca","other","normal",0,13548,NA,NA,"2004-06-15 13:26:05","becomes slow when opening a second window","--",NA,FALSE,279,"fixed",TRUE
"247",44632,"RESOLVED","FIXED",491906,"2009-05-07 11:50:29",125774,"pkts.ca","other","normal",0,1,NA,NA,"2010-01-24 20:31:26","In Preferences/Advanced/Update, clicking on 'Automatically download and install' greys out section","--",NA,FALSE,278,"fixed",TRUE
"248",44633,"RESOLVED","FIXED",423381,"2008-03-16 23:36:05",166959,"vizfx.ca","other","normal",0,1,NA,NA,"2008-03-19 15:59:55","[10.5] ""Move focus to next window in active application"" shortcut not working","--",NA,FALSE,375,"fixed",TRUE
"249",57772,"RESOLVED","INCOMPLETE",508794,"2009-08-06 06:33:57",354145,"utoronto.ca","university","normal",0,1,NA,NA,"2011-01-01 07:51:28","opening All-in-one-sidebar causes some web pages to display improperly","--",NA,FALSE,279,"not_fixed",FALSE
"250",57773,"RESOLVED","INCOMPLETE",502813,"2009-07-07 04:45:01",350957,"uwaterloo.ca","university","normal",0,1,NA,NA,"2009-07-07 04:47:52","PDF Download: PDF files open in unintended tab","--",NA,FALSE,386,"not_fixed",FALSE
"251",57774,"RESOLVED","INCOMPLETE",319365,"2005-12-06 15:20:17",227538,"ubc.ca","university","normal",0,1,NA,NA,"2009-08-24 04:16:07","Peoplsoft;tab does not bring up automatic info.","--",NA,FALSE,386,"not_fixed",FALSE
"252",57775,"RESOLVED","INCOMPLETE",360921,"2006-11-16 08:16:18",264160,"ubc.ca","university","normal",0,1,NA,NA,"2008-08-16 16:10:22","Canvas doesn't render correctly (ignores z-ordering) when partially occluled in a XUL arrowscrollbox on linux","--",NA,FALSE,279,"not_fixed",FALSE
"253",57776,"RESOLVED","INCOMPLETE",515959,"2009-09-11 08:30:02",357748,"sfu.ca","university","normal",0,1,NA,NA,"2011-03-05 19:52:12","erratic scroll wheel behaviour","--",NA,FALSE,279,"not_fixed",FALSE
"254",57777,"RESOLVED","INCOMPLETE",335742,"2006-04-27 14:45:20",156830,"mcgill.ca","university","normal",0,1,NA,NA,"2008-05-11 13:58:37","Does not respect window manager policy - raising window","--",NA,FALSE,279,"not_fixed",FALSE
"255",57778,"RESOLVED","INCOMPLETE",440167,"2008-06-18 15:31:36",308989,"mcgill.ca","university","critical",0,1,NA,NA,"2008-12-30 03:41:10","FF hangs on startup with SIGSEGV","--",NA,FALSE,295,"not_fixed",FALSE
"256",57779,"RESOLVED","INCOMPLETE",331258,"2006-03-21 15:17:10",239003,"ucalgary.ca","university","normal",0,1,NA,NA,"2010-05-22 17:07:13","dynamically created and positioned elements fail to fire mouseup events","--",NA,FALSE,279,"not_fixed",FALSE
"257",57780,"RESOLVED","INCOMPLETE",417484,"2008-02-14 06:59:58",115123,"uoguelph.ca","university","major",0,1,NA,NA,"2009-01-02 17:24:51","Forward and Back hooks no longer working","--",NA,FALSE,279,"not_fixed",FALSE
"258",57781,"RESOLVED","INCOMPLETE",424975,"2008-03-25 06:22:31",304583,"uwo.ca","university","minor",0,1,NA,NA,"2010-11-15 10:57:42","Printing to Adobe Pro 8.1.2 - ""Print is complete"" box persists","--",NA,FALSE,276,"not_fixed",FALSE
"259",57782,"RESOLVED","INCOMPLETE",444105,"2008-07-08 08:08:57",317689,"concordia.ca","university","trivial",0,1,NA,NA,"2010-05-22 17:47:07","In some Firefox & Thunderbird Option panels, text runs outside of","--",NA,FALSE,278,"not_fixed",FALSE
"260",57783,"RESOLVED","INCOMPLETE",521948,"2009-10-12 21:07:51",359832,"senecac.on.ca","college","critical",0,1,NA,NA,"2010-08-27 17:17:24","Firefox (Minefield) crash when bookmarking web page to Bookmarks toolbar","--",NA,FALSE,277,"not_fixed",FALSE
"261",57784,"RESOLVED","INCOMPLETE",510566,"2009-08-14 12:27:02",354942,"sheridanc.on.ca","college","minor",0,1,NA,NA,"2011-01-01 12:42:47","get a ""Cannot open clipboard"" while trying to have text read from Read Please.","--",NA,FALSE,279,"not_fixed",FALSE
"262",57785,"RESOLVED","INCOMPLETE",483973,"2009-03-18 05:58:55",341224,"humberc.on.ca","college","normal",1,1,NA,NA,"2011-04-30 06:39:28","Can't log into site using beta Version","--",NA,FALSE,279,"not_fixed",FALSE
"263",57786,"RESOLVED","INCOMPLETE",447780,"2008-07-24 06:57:26",319890,"bell.ca","other","normal",0,1,NA,NA,"2010-11-15 10:51:33","Automatic proxy configuration URL lost after browser check and redirect","--",NA,FALSE,276,"not_fixed",FALSE
"264",57787,"RESOLVED","INCOMPLETE",459445,"2008-10-10 15:50:25",104934,"triumf.ca","other","major",0,1,NA,NA,"2010-11-15 10:56:12","Autocomplete of filenames hangs browser if directory has lots of entries","--",NA,FALSE,381,"not_fixed",FALSE
"265",57788,"RESOLVED","INCOMPLETE",554638,"2010-03-24 08:08:20",377724,"gouv.qc.ca","other","normal",0,1,NA,NA,"2011-02-01 22:01:39","Two instances launch within a very small time ( < 1sec ) problem","--",NA,FALSE,279,"not_fixed",FALSE
"266",57789,"RESOLVED","INCOMPLETE",327376,"2006-02-15 15:51:10",13826,"rac.ca","other","normal",0,1,NA,NA,"2007-06-05 16:39:07","scrollbar / pageup /pagedown and floated divs","--",NA,FALSE,279,"not_fixed",FALSE
"267",57790,"RESOLVED","INCOMPLETE",345793,"2006-07-24 16:14:56",13826,"rac.ca","other","normal",0,1,NA,NA,"2007-06-12 17:06:10","loss of dynamic menu when external javascript file used","--",NA,FALSE,279,"not_fixed",FALSE
"268",57791,"RESOLVED","INCOMPLETE",421312,"2008-03-06 09:14:47",262843,"inverse.ca","other","major",0,1,NA,NA,"2010-11-01 22:41:36","Important leak at each XMLHttpRequest","--",NA,FALSE,279,"not_fixed",FALSE
"269",57792,"RESOLVED","INCOMPLETE",466464,"2008-11-24 06:41:34",1572,"interlinx.bc.ca","other","critical",0,1,NA,NA,"2010-11-01 22:55:49","sigabrt","--",NA,FALSE,279,"not_fixed",FALSE
"270",57793,"RESOLVED","INCOMPLETE",359119,"2006-11-01 17:46:08",262292,"sentex.ca","other","normal",0,1,NA,NA,"2010-05-22 17:15:05","iframe not printing from javascript","--",NA,FALSE,279,"not_fixed",FALSE
"271",57794,"RESOLVED","INCOMPLETE",311504,"2005-10-07 07:18:24",219406,"unitz.ca","other","normal",0,1,NA,NA,"2010-05-15 09:44:12","Embedded sound does not function well in the newest Firefox build","--",NA,FALSE,279,"not_fixed",FALSE
"272",57795,"RESOLVED","INCOMPLETE",478977,"2009-02-17 17:12:56",338686,"addison.ca","other","critical",0,1,NA,NA,"2009-08-18 20:54:33","Crashes on startup or browse when suitcase fusion is running with fonts open","--",NA,FALSE,279,"not_fixed",FALSE
"273",57796,"RESOLVED","INCOMPLETE",321440,"2005-12-24 13:43:59",229673,"alkalisoftware.ca","other","major",0,1,NA,NA,"2009-09-14 07:35:25","Non-functional browser window opens; home page and bookmarks are not displayed.","--",NA,FALSE,279,"not_fixed",FALSE
"274",57797,"RESOLVED","INCOMPLETE",371215,"2007-02-21 19:52:43",272092,"andrewfergusson.ca","other","normal",0,1,NA,NA,"2010-09-15 10:18:32","Keyboard navigations fails to function in any consistant manner (Location bar, search field, pages text fields)","--",NA,FALSE,409,"not_fixed",FALSE
"275",57798,"RESOLVED","INCOMPLETE",565821,"2010-05-13 20:01:00",382383,"cartanova.ca","other","critical",0,1,NA,NA,"2011-02-01 21:47:22","Crash on Zoom Out in Lord of Ultima browsergame","--",NA,FALSE,279,"not_fixed",FALSE
"276",57799,"RESOLVED","INCOMPLETE",441761,"2008-06-25 02:06:16",315711,"dogcreek.ca","other","normal",0,1,NA,NA,"2010-11-01 22:56:32","Cannot type into form on Demonoid","--",NA,FALSE,279,"not_fixed",FALSE
"277",57800,"RESOLVED","INCOMPLETE",732520,"2012-03-02 11:47:03",94,"drew.ca","other","critical",0,94,"drew.ca","other","2012-07-02 13:30:28","Intermittent startup crash (when initializing gecko thread?)","--",NA,TRUE,1319,"not_fixed",FALSE
"278",57801,"RESOLVED","INCOMPLETE",448108,"2008-07-26 06:02:21",320096,"gamefest.ca","other","normal",0,1,NA,NA,"2010-11-01 22:37:11","FCKeditor embedded in PHPNuke / Raven, Nuke linking system fails in FF 3.0.1","--",NA,FALSE,279,"not_fixed",FALSE
"279",57802,"RESOLVED","INCOMPLETE",522284,"2009-10-14 10:14:03",360167,"gmx.ca","other","normal",0,1,NA,NA,"2009-10-15 03:53:55","Namoroka 3.6pre Yahoo Mail","--",NA,FALSE,279,"not_fixed",FALSE
"280",57803,"RESOLVED","INCOMPLETE",472438,"2009-01-06 21:18:07",335048,"gninc.ca","other","major",1,1,NA,NA,"2010-11-01 22:55:01","anchors do not respond to back or forward buttons","--",NA,FALSE,279,"not_fixed",FALSE
"281",57804,"RESOLVED","INCOMPLETE",717437,"2012-01-11 15:26:19",72520,"green-light.ca","other","normal",0,1,NA,NA,"2012-03-21 14:18:34","failed to load application resource (internal error) - pdf viewer","--",NA,FALSE,1363,"not_fixed",FALSE
"282",57805,"RESOLVED","INCOMPLETE",538424,"2010-01-07 11:02:43",368832,"horizontech.ca","other","critical",0,1,NA,NA,"2010-07-07 21:22:20","""firefox has to close ...send report?","--",NA,FALSE,279,"not_fixed",FALSE
"283",57806,"RESOLVED","INCOMPLETE",526081,"2009-11-02 17:54:01",361817,"jpisa.ca","other","normal",0,1,NA,NA,"2011-04-02 19:14:37","Dispay box not appearing","--",NA,FALSE,381,"not_fixed",FALSE
"284",57807,"RESOLVED","INCOMPLETE",395680,"2007-09-10 08:51:29",287969,"kenmar.ca","other","normal",0,1,NA,NA,"2010-07-07 16:03:33","email java script not working","--",NA,FALSE,279,"not_fixed",FALSE
"285",57808,"RESOLVED","INCOMPLETE",562416,"2010-04-28 12:22:53",381648,"langara.bc.ca","other","normal",0,1,NA,NA,"2011-03-16 07:59:50","Firefox auto installed and wiped out my BOOKMARKs THANKS","--",NA,FALSE,277,"not_fixed",FALSE
"286",57809,"RESOLVED","INCOMPLETE",618712,"2010-12-12 11:00:13",43580,"lifesavers.ca","other","normal",0,1,NA,NA,"2011-03-25 10:11:54","XML Parsing Error in firefox-3.6.12/chrome/toolkit.jar!/content/global/netError.xhtml","--",NA,FALSE,279,"not_fixed",FALSE
"287",57810,"RESOLVED","INCOMPLETE",610372,"2010-11-08 06:51:36",361893,"lunarworks.ca","other","normal",0,1,NA,NA,"2012-11-26 03:43:43","Beta 7 (Build 1) gobbles an unusual amount of RAM","--",NA,FALSE,279,"not_fixed",FALSE
"288",57811,"RESOLVED","INCOMPLETE",553809,"2010-03-20 09:25:02",377267,"minkhollow.ca","other","normal",0,1,NA,NA,"2010-06-15 18:21:05","Previous tabs not restored if Firefox terminates abnormally.","--",NA,FALSE,624,"not_fixed",FALSE
"289",57812,"RESOLVED","INCOMPLETE",543267,"2010-01-30 16:12:21",371924,"nzau.ca","other","normal",0,1,NA,NA,"2011-05-10 20:23:33","Horizontal scrollbar won't resize correctly when window width goes under a certain number","--",NA,FALSE,279,"not_fixed",FALSE
"290",57813,"RESOLVED","INCOMPLETE",460186,"2008-10-15 20:25:55",328048,"onlinetravelcentre.ca","other","normal",0,1,NA,NA,"2010-11-01 22:55:41","http://onlinetravelcentre.ca/Book_Online__Save_More.php","--",NA,FALSE,279,"not_fixed",FALSE
"291",57814,"RESOLVED","INCOMPLETE",457364,"2008-09-26 19:29:03",326140,"pentura.ca","other","normal",0,1,NA,NA,"2010-11-01 22:57:53","CPU Utilization of Trivial Flash/AS3 App is 10X greater on FF3 than on IE 6","--",NA,FALSE,279,"not_fixed",FALSE
"292",57815,"RESOLVED","INCOMPLETE",388069,"2007-07-13 12:12:12",125774,"pkts.ca","other","normal",0,1,NA,NA,"2010-05-22 17:08:49","""Clear cookies on exit"" can't be turned off","--",NA,FALSE,278,"not_fixed",FALSE
"293",57816,"RESOLVED","INCOMPLETE",531421,"2009-11-27 09:46:46",112104,"sandstone.ab.ca","other","major",0,1,NA,NA,"2011-02-01 21:53:15","Bookmarks are being filtered when url starts with pv*.example.com","--",NA,FALSE,277,"not_fixed",FALSE
"294",57817,"RESOLVED","INCOMPLETE",451142,"2008-08-18 20:31:35",213477,"sjbr.ca","other","normal",0,1,NA,NA,"2010-11-01 22:42:38","execCommand(CreateLink) produces double utf-8 encoding of domain names containing utf-8 characters","--",NA,FALSE,279,"not_fixed",FALSE
"295",57818,"RESOLVED","INCOMPLETE",386749,"2007-07-03 11:00:05",282798,"snolab.ca","other","normal",0,1,NA,NA,"2011-02-02 11:32:17","Click on login (top right). Firefox says: Firefox has detected that the server is redirecting the request for this address in a way that will never complete. (I have enabled cookies. It worked perfectly before upgrade.)","--",NA,FALSE,279,"not_fixed",FALSE
"296",57819,"RESOLVED","INCOMPLETE",547302,"2010-02-19 12:19:22",374282,"sublimelime.ca","other","normal",0,1,NA,NA,"2011-02-01 21:46:37","Flash Player zoomed and cropped on some installations of Firefox 3.6","--",NA,FALSE,279,"not_fixed",FALSE
"297",57820,"RESOLVED","INCOMPLETE",265379,"2004-10-20 22:18:39",145926,"takemefishing.ca","other","major",0,1,NA,NA,"2007-08-24 07:12:40","When using the fast find feature in 1.0, it doesn't scroll to the found item, however it will hilite in certain situations","--",NA,FALSE,275,"not_fixed",FALSE
"298",57821,"RESOLVED","INCOMPLETE",513645,"2009-08-31 01:21:00",356403,"talisiorder.ca","other","major",0,1,NA,NA,"2011-03-05 17:33:34","Sporadic page load stalls for 10-30 seconds.","--",NA,FALSE,279,"not_fixed",FALSE
"299",57822,"RESOLVED","INCOMPLETE",556794,"2010-04-02 10:02:25",378843,"tannerfamily.ca","other","minor",0,1,NA,NA,"2011-03-05 19:48:58","Spell check won't correct with certain ""hover"" position style applied","--",NA,FALSE,279,"not_fixed",FALSE
"300",57823,"RESOLVED","INCOMPLETE",409443,"2007-12-21 11:16:31",296468,"troisiemeoeil.ca","other","normal",4,1,NA,NA,"2010-08-18 22:13:19","Resize of a flash when change tab page","--",NA,FALSE,279,"not_fixed",FALSE
"301",57824,"RESOLVED","INCOMPLETE",483900,"2009-03-17 16:57:27",163504,"vodacomm.ca","other","normal",0,1,NA,NA,"2010-11-01 22:58:06","Firefox 3 prints ugly or unreadable fonts","--",NA,FALSE,279,"not_fixed",FALSE
"302",57825,"RESOLVED","INCOMPLETE",390803,"2007-08-03 07:50:54",268809,"zip.ca","other","normal",0,1,NA,NA,"2010-05-22 17:45:33","WMV Plugin behaves differently when loading a local file vs a file on a web server","--",NA,FALSE,279,"not_fixed",FALSE
"303",72439,"RESOLVED","INVALID",256540,"2004-08-22 15:26:22",142488,"utoronto.ca","university","critical",0,13548,NA,NA,"2004-08-22 15:59:53","Mozilla Firefox yields ""Document contains no data"" on EVERY PAGE","--",NA,FALSE,279,"not_fixed",FALSE
"304",72440,"RESOLVED","INVALID",283704,"2005-02-25 14:11:13",186032,"utoronto.ca","university","normal",0,13548,NA,NA,"2005-02-26 20:11:48","Unorder list bullets shifted, overlaying the text","--",NA,FALSE,279,"not_fixed",FALSE
"305",72441,"RESOLVED","INVALID",375429,"2007-03-26 10:17:10",275337,"utoronto.ca","university","major",0,1,NA,NA,"2007-03-26 23:03:33","Active X is needed for one of my web sites.","--",NA,FALSE,279,"not_fixed",FALSE
"306",72442,"RESOLVED","INVALID",589222,"2010-08-20 10:54:04",391604,"utoronto.ca","university","normal",0,1,NA,NA,"2010-08-20 10:59:09","President's Choice Banking","--",NA,FALSE,279,"not_fixed",FALSE
"307",72443,"RESOLVED","INVALID",417498,"2008-02-14 07:55:03",220816,"uwaterloo.ca","university","normal",0,1,NA,NA,"2008-02-26 19:04:06","Firefox 3 beta 3 preferences, fonts, doesn't see all my fonts (eg, American Typewriter Condensed)","--",NA,FALSE,278,"not_fixed",FALSE
"308",72444,"RESOLVED","INVALID",488885,"2009-04-17 11:18:08",343811,"uwaterloo.ca","university","normal",0,1,NA,NA,"2009-04-17 11:58:14","""Resizable Textarea"" extension - causes horizontal scroll bar problem","--",NA,FALSE,279,"not_fixed",FALSE
"309",72445,"RESOLVED","INVALID",271073,"2004-11-21 06:41:47",170623,"ubc.ca","university","normal",0,13548,NA,NA,"2004-11-21 20:14:55","Images do not render specifically on JAPANESE Amazon site with Mac Firefox 1.0 (OSX)","--",NA,FALSE,279,"not_fixed",FALSE
"310",72446,"RESOLVED","INVALID",396906,"2007-09-20 08:13:37",288689,"ubc.ca","university","normal",0,1,NA,NA,"2007-09-20 08:15:23","menu:tools/options/tabbed browsing/user interface - new tab button, option reverts on upgrade or plugin installation","--",NA,FALSE,386,"not_fixed",FALSE
"311",72447,"RESOLVED","INVALID",747208,"2012-04-19 15:31:05",440145,"sfu.ca","university","normal",0,1,NA,NA,"2012-04-23 17:52:48","OS X Lion: Shortcut for Next Window doesn't work","--",NA,FALSE,1363,"not_fixed",FALSE
"312",72448,"RESOLVED","INVALID",254467,"2004-08-05 11:50:27",4895,"mcgill.ca","university","normal",0,1,NA,NA,"2008-01-11 09:00:54","Installer lists wrong destination directory after backtracking to change it","--",NA,TRUE,360,"not_fixed",FALSE
"313",72449,"RESOLVED","INVALID",450770,"2008-08-15 10:17:11",321862,"ucalgary.ca","university","major",0,1,NA,NA,"2008-09-11 09:42:45","Printing via LPR is delayed until the browser exits","--",NA,FALSE,375,"not_fixed",FALSE
"314",72450,"RESOLVED","INVALID",293785,"2005-05-11 10:27:49",200373,"uoguelph.ca","university","normal",0,1,NA,NA,"2005-05-11 15:23:57","graphics generated in microsoft frontpage wordart are poorly displayed in firefox browser","--",NA,FALSE,279,"not_fixed",FALSE
"315",72451,"RESOLVED","INVALID",280066,"2005-01-27 10:14:47",182392,"yorku.ca","university","normal",0,13548,NA,NA,"2005-01-27 11:40:39","visibility toggling using CSS doesn't work","--",NA,FALSE,279,"not_fixed",FALSE
"316",72452,"RESOLVED","INVALID",440023,"2008-06-18 08:52:40",314214,"queensu.ca","university","major",0,1,NA,NA,"2008-06-18 20:52:52","file:/// homepage does not propagate http:// URLs to address bar","--",NA,FALSE,279,"not_fixed",FALSE
"317",72453,"RESOLVED","INVALID",509649,"2009-08-10 21:20:17",354602,"mun.ca","university","normal",0,1,NA,NA,"2009-08-11 10:31:13","ALT+ENTER in search toolbar or address bar yields blank tab void of info [caused by NewTabURL 1.6.2]","--",NA,FALSE,573,"not_fixed",FALSE
"318",72454,"RESOLVED","INVALID",308515,"2005-09-14 10:18:20",216508,"polymtl.ca","university","normal",0,1,NA,NA,"2005-09-14 22:38:01","pasting in javascript with shift-insert not blocked (as opposed to ctrl-v)","--",NA,FALSE,465,"not_fixed",FALSE
"319",72455,"RESOLVED","INVALID",401533,"2007-10-29 00:14:10",120502,"uqam.ca","university","critical",1,1,NA,NA,"2008-11-21 13:28:39","crash browsing youtube, after viewing several videos","--",NA,FALSE,279,"not_fixed",FALSE
"320",72456,"RESOLVED","INVALID",286415,"2005-03-16 07:39:07",190888,"conestogac.on.ca","college","minor",0,13548,NA,NA,"2005-03-16 13:49:29","\ does not work the same as / in relative file name","--",NA,FALSE,279,"not_fixed",FALSE
"321",72457,"RESOLVED","INVALID",286736,"2005-03-18 07:56:53",13826,"rac.ca","other","normal",0,13548,NA,NA,"2005-03-18 13:37:05","floating menu doesn't work with xhtml doctype, works with html doctype","--",NA,FALSE,279,"not_fixed",FALSE
"322",72458,"RESOLVED","INVALID",268791,"2004-11-09 22:16:26",167418,"ptaff.ca","other","normal",0,5566,NA,NA,"2004-11-10 05:24:36","alt-enter on bookmark keywords don't spawn bookmark but Google's Feeling Lucky.","--",NA,FALSE,386,"not_fixed",FALSE
"323",72459,"RESOLVED","INVALID",293802,"2005-05-11 12:47:41",200403,"resist.ca","other","normal",1,1,NA,NA,"2006-07-12 08:10:08","Exception... ""Component returned failure code: 0x80520011 (NS_ERROR_FILE_NAME_TOO_LONG)","--",NA,TRUE,279,"not_fixed",FALSE
"324",72460,"RESOLVED","INVALID",469466,"2008-12-13 07:00:17",1572,"interlinx.bc.ca","other","critical",0,1,NA,NA,"2009-01-31 19:26:16","blocks for long periods in nsDNSService::Resolve","--",NA,FALSE,279,"not_fixed",FALSE
"325",72461,"RESOLVED","INVALID",725484,"2012-02-08 14:43:39",181704,"morland.ca","other","normal",0,1,NA,NA,"2012-02-13 12:13:30","Some text/plain pages download instead of displaying in window","--",NA,FALSE,279,"not_fixed",FALSE
"326",72462,"RESOLVED","INVALID",440831,"2008-06-20 13:01:40",314921,"myprivacy.ca","other","critical",0,1,NA,NA,"2008-06-20 22:13:23","Attempting to display this pages crashes Xserver on Linux.","--",NA,FALSE,375,"not_fixed",FALSE
"327",72463,"RESOLVED","INVALID",409749,"2007-12-24 18:22:50",272092,"andrewfergusson.ca","other","normal",0,1,NA,NA,"2008-01-20 00:20:44","Setting home page in preferences with multiple tabs open defaults current page to first tab, not open tab","--",NA,FALSE,278,"not_fixed",FALSE
"328",72464,"RESOLVED","INVALID",514622,"2009-09-03 23:39:44",232805,"aqk.ca","other","normal",0,1,NA,NA,"2009-09-04 14:26:32","Looks fine in IE8 & 7, Chrome and Safari 3 &4.  But text is missing in FF 3.5","--",NA,FALSE,279,"not_fixed",FALSE
"329",72465,"RESOLVED","INVALID",253715,"2004-07-30 06:58:44",149596,"baka.ca","other","normal",0,13548,NA,NA,"2005-01-24 13:04:56","document.selection.createRange().text does not select text within form fields","--",NA,FALSE,279,"not_fixed",FALSE
"330",72466,"RESOLVED","INVALID",324421,"2006-01-23 08:09:39",232696,"canadafit.ca","other","normal",0,1,NA,NA,"2006-01-23 10:22:47","pics do not show up on web page when uploaded","--",NA,FALSE,279,"not_fixed",FALSE
"331",72467,"RESOLVED","INVALID",676024,"2011-08-02 11:09:32",382383,"cartanova.ca","other","normal",0,1,NA,NA,"2011-08-02 18:44:52","Search bar nonfunctional, enter key and eyeglass button nonresponsive [caused by Tree Style Tab Add-on]","--",NA,FALSE,573,"not_fixed",FALSE
"332",72468,"RESOLVED","INVALID",255210,"2004-08-11 09:13:20",151322,"cch.ca","other","normal",1,13548,NA,NA,"2005-10-29 02:41:48","Vertical scrollbar not displayed even though not all content visible","--",NA,TRUE,279,"not_fixed",FALSE
"333",72469,"RESOLVED","INVALID",426787,"2008-04-03 07:41:54",305750,"detritus.qc.ca","other","critical",0,1,NA,NA,"2008-04-03 08:11:04","Complete crash before page is loaded (dojo 1.0.x)","--",NA,FALSE,279,"not_fixed",FALSE
"334",72470,"RESOLVED","INVALID",564340,"2010-05-06 17:56:03",382374,"digitalgraffiti.ca","other","normal",0,1,NA,NA,"2010-05-07 01:20:26","javascript popup windows are forced to open in new tabs instead of separate windows","--",NA,FALSE,279,"not_fixed",FALSE
"335",72471,"RESOLVED","INVALID",691100,"2011-10-01 14:56:47",94,"drew.ca","other","normal",0,1,NA,NA,"2011-12-13 03:26:46","Read It Later (and apparently Omnibar) cause location bar to be taller than usual","--",NA,TRUE,573,"not_fixed",FALSE
